FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
7981,"מיטב דש גמל להשקעה אג""ח עד 10% מניות",קופת גמל להשקעה,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,0.37,1.28,1.91,1,41.5,0.54,0,-0.44,-4.14,5.9,12.92,1.93,2.46,3.91,-0.36,0.47,87.5,3.73,6.67,4.59,512065202,11/12/2022 00:00:00
7981,"מיטב דש גמל להשקעה אג""ח עד 10% מניות",קופת גמל להשקעה,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202207,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,0.28,0.71,0.87,0.44,42.53,0.54,0,1.46,-2.74,6.33,13.78,2.07,2.62,3.94,-0.36,0.57,85.3,3.88,5.97,4.59,512065202,11/12/2022 00:00:00
7981,"מיטב דש גמל להשקעה אג""ח עד 10% מניות",קופת גמל להשקעה,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202208,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,0.26,0.1,0.19,0.35,42.5,0.54,0,-0.85,-3.56,5.23,12.28,1.71,2.34,3.97,-0.24,0.46,85.1,3.72,5.75,3.75,512065202,11/12/2022 00:00:00
7981,"מיטב דש גמל להשקעה אג""ח עד 10% מניות",קופת גמל להשקעה,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202209,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,0.38,0.4,0.84,0.82,42.5,0.54,0,-1.85,-5.35,2.48,10.18,0.82,1.96,4.08,-0.12,0.27,84.1,3.51,5.9,3.84,512065202,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202201,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,5.3,0.43,1.26,6.13,69,0.62,0,-1.66,-1.66,16.42,23.3,5.2,4.28,4.12,0,0.99,93.4,12.9,9.66,7.26,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202202,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,1.78,0.5,4.11,5.39,73.49,0.62,0,-1.21,-2.85,13.84,21.24,4.42,3.93,4.17,-0.12,0.85,93.4,13.6,10.12,7.45,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202203,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,2.28,0.74,1.12,2.66,76.07,0.62,0,-0.06,-2.91,12.64,20.57,4.05,3.81,4.18,-0.24,0.82,93.2,14.69,11.07,7.51,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202204,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,1.09,0.58,-0.17,0.34,75.74,0.62,0,-0.82,-3.7,10.66,18.59,3.43,3.47,4.2,-0.24,0.72,93.1,14.58,10.95,7.23,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202205,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,1.66,0.81,1.41,2.26,76.28,0.62,0,-2.23,-5.85,8.51,14.79,2.76,2.8,4.34,-0.24,0.49,93.2,13.91,10.68,7.02,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,1.36,1.66,3.78,3.48,79.32,0.62,0,-0.57,-6.39,6.61,14.97,2.16,2.83,4.33,-0.24,0.45,93.2,14.36,11.12,6.73,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202207,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,0.49,1.07,1.39,0.81,81.65,0.62,0,1.97,-4.54,7.81,16.13,2.54,3.04,4.39,-0.24,0.56,93,15.73,11.58,7.32,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202208,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,0.96,1.16,-0.29,-0.49,80.12,0.62,0,-1.23,-5.72,6.31,13.94,2.06,2.64,4.43,-0.12,0.43,92.9,15.49,11.03,6.87,511880460,11/12/2022 00:00:00
7986,"אנליסט מסלולית - קופת גמל להשקעה אג""ח עד 20% במניות",קופת גמל להשקעה,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202209,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,1.3,0.85,-0.51,-0.06,78,0.62,0,-2.52,-8.09,2.85,10.83,0.94,2.08,4.6,-0.24,0.21,92.7,14.47,10.92,6.97,511880460,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202201,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,40.87,6.44,23.16,57.59,1181.73,0.63,0,-1.66,-1.66,27.04,37.19,8.3,6.53,6.89,0.12,0.99,86.6,567.32,407.75,186.97,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202202,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,35.14,7.75,12.22,39.61,1215.69,0.63,0,-0.41,-2.06,24.93,36.13,7.7,6.36,6.9,0.24,0.95,86.5,580.59,383.72,195.41,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202203,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,29.63,8.36,12.54,33.81,1254.42,0.63,0,0.44,-1.63,24.37,36.43,7.54,6.41,6.9,0.12,0.96,86.1,565.87,416.49,230.48,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202204,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,31.81,8.18,13.03,36.66,1276.32,0.63,0,-1.11,-2.72,20.97,33.59,6.55,5.96,6.94,0.24,0.88,85.6,553.3,401.49,228.18,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202205,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,34.83,12.01,9.39,32.21,1272.06,0.63,0,-2.81,-5.46,18.99,28.33,5.97,5.12,7.08,0.24,0.69,85.3,544.45,432.45,238.89,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,30.32,13.76,17.7,34.26,1280.45,0.63,0,-1.98,-7.33,14.48,26.96,4.61,4.89,7.14,0,0.59,84.6,509.43,433.97,226.66,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202207,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,30.21,13.66,21.77,38.32,1354.35,0.63,0,2.79,-4.74,16.72,28.92,5.29,5.21,7.21,0.12,0.68,84.8,565.83,479.53,281.29,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202208,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,32.76,11.34,34.79,56.21,1396.73,0.63,0,-0.93,-5.63,16.15,27.27,5.12,4.94,7.24,0.24,0.62,84.6,558.37,459.26,268.37,512244146,11/12/2022 00:00:00
7988,כלל גמל לעתיד - קופת גמל להשקעה  כללי,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202209,11/10/2016 00:00:00,כלל האוכלוסיה,כללי,כללי,31.63,12.95,15.21,33.89,1376.68,0.63,0,-3.75,-9.17,10.45,21.99,3.37,4.06,7.47,0.12,0.4,84.4,547.61,463.31,256.28,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202201,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",1.7,0.09,0.64,2.25,18.4,0.64,0,-1.23,-1.23,10.49,,3.38,,,,,89.2,0,1.94,1.35,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202202,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.88,0.24,0.98,1.62,19.8,0.64,0,-1.06,-2.28,8.55,14.17,2.77,2.69,2.65,0,0.78,89.2,0.06,1.88,1.35,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202203,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.71,0.38,1.24,1.57,21.3,0.64,0,-0.27,-2.54,7.31,13.43,2.38,2.55,2.66,-0.12,0.72,89.5,0.06,2.16,1.92,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202204,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.29,0.12,-0.76,-0.59,20.56,0.64,0,-0.69,-3.21,6.05,11.73,1.98,2.24,2.67,-0.12,0.59,89.2,0.06,3,1.92,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202205,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.59,0.51,0.44,0.52,20.73,0.64,0,-1.64,-4.8,4.02,8.98,1.32,1.73,2.78,-0.12,0.32,89.1,0.01,2.72,1.98,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.03,0.43,0.97,0.57,21.39,0.64,0,0.41,-4.41,3.73,9.96,1.23,1.92,2.76,-0.12,0.39,88.9,0.01,2.75,1.95,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202207,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.21,0.26,0.09,0.04,21.65,0.64,0,1.07,-3.39,3.84,10.19,1.26,1.96,2.78,-0.12,0.47,88.4,0,2.83,2.18,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202208,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.34,0.1,0.06,0.3,21.64,0.64,0,-1.38,-4.72,1.71,7.88,0.57,1.53,2.85,-0.12,0.25,88.5,0,2.71,2.07,512244146,11/12/2022 00:00:00
7989,"כלל גמל לעתיד - קופת גמל להשקעה  אג""ח",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202209,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח",0.2,0.45,-0.17,-0.42,20.88,0.64,0,-1.55,-6.2,-0.26,6.26,-0.09,1.22,2.94,-0.12,0.05,89.5,0,2.61,2.04,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202201,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.62,0.06,0.36,0.92,8.21,0.62,0,-0.94,-0.94,7.19,,2.34,,,,,97.5,0,0.29,0.62,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202202,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.2,0.04,-0.28,-0.12,8.03,0.62,0,-0.82,-1.75,5.87,11.07,1.92,2.12,2.26,-0.12,0.62,97.5,0,0.57,0.63,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202203,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.48,0.08,0.44,0.84,8.84,0.62,0,-0.31,-2.06,4.77,10.14,1.57,1.95,2.27,-0.12,0.54,97.8,0,1.33,0.8,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202204,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.1,0.08,-0.42,-0.4,8.41,0.62,0,-0.38,-2.43,4.14,9.25,1.36,1.79,2.28,-0.12,0.46,97.4,0,1.62,0.79,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202205,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.22,0.41,1.04,0.85,9.15,0.62,0,-1.16,-3.56,2.6,7.11,0.86,1.38,2.33,-0.24,0.24,97.6,0,1.45,0.83,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.04,0.25,0.07,-0.14,9.04,0.62,0,0.36,-3.21,2.4,7.83,0.79,1.52,2.32,-0.12,0.3,97.4,0,1.28,0.83,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202207,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.37,0.05,0.2,0.52,9.62,0.62,0,0.74,-2.5,2,7.5,0.66,1.46,2.3,-0.24,0.35,97.6,0,0.81,0.91,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202208,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.15,0.03,-0.62,-0.5,8.97,0.62,0,-1.57,-4.03,-0.67,5.05,-0.22,0.99,2.41,-0.24,0.06,97.4,0,0.76,0.9,512244146,11/12/2022 00:00:00
7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202209,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",-0.11,0.01,0.29,0.17,9.04,0.62,0,-1.1,-5.08,-1.98,4.23,-0.66,0.83,2.46,-0.24,-0.09,97.2,0,0.71,0.93,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202201,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,43.09,3.02,15.51,55.58,404.97,0.61,0,-3.14,-3.14,46.52,64.02,13.58,10.4,14.41,-1.68,0.82,89.7,401.72,243.31,66.71,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202202,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,20.94,2.57,4.26,22.63,427.08,0.61,0,-0.06,-3.2,43.31,61.31,12.74,10.04,14.41,-1.92,0.8,90.1,427.84,239.62,71.92,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202203,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,15.46,2.64,0.66,13.48,445.98,0.61,0,1.29,-1.95,44.01,63.56,12.93,10.34,14.41,-1.92,0.82,89.9,440.96,243.22,89.33,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202204,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,10.72,2.07,4.62,13.27,448.61,0.61,0,-2.32,-4.22,35.87,58.29,10.76,9.62,14.48,-1.92,0.75,89.4,435.71,240.59,87.88,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202205,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,12.56,3.49,-1.52,7.55,434.7,0.61,0,-4.76,-8.78,34.17,48.04,10.29,8.16,14.69,-1.68,0.6,89.7,424.1,246.94,92.94,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,11.97,3.61,0.11,8.47,417.84,0.61,0,-5.74,-14.02,21.58,41.23,6.73,7.15,14.95,-2.28,0.45,89.1,392.26,230.71,81.41,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202207,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,10.37,3.47,3.43,10.33,452.81,0.61,0,5.88,-8.96,27.55,47.28,8.45,8.05,15.13,-2.16,0.56,89.9,449.78,257.24,109.64,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202208,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,11.9,3.37,7.45,15.98,465.44,0.61,0,-0.61,-9.52,29.84,47.06,9.09,8.02,15.13,-1.8,0.54,90.3,458.95,253.18,101.53,512244146,11/12/2022 00:00:00
7991,כלל גמל לעתיד - קופת גמל להשקעה  מניות ,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202209,11/10/2016 00:00:00,כלל האוכלוסיה,מניות,מניות ,10.81,3.78,1.61,8.64,436.42,0.61,0,-7.95,-16.71,16.35,33.6,5.18,5.96,15.62,-1.92,0.33,89.7,438.96,258.09,86.45,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202201,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,14.54,1.86,1.73,14.41,175.83,0.61,0,-1.34,-1.34,16.19,22.55,5.13,4.15,4.2,-0.24,0.96,87.9,25.18,29.29,16.19,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202202,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,7.32,1.14,3.95,10.13,184.24,0.61,0,-0.91,-2.24,14.09,21.2,4.49,3.92,4.23,-0.24,0.86,87.9,25.97,30.5,16.11,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202203,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,5.5,2.57,1.1,4.03,188.08,0.61,0,-0.05,-2.29,13.04,20.93,4.17,3.87,4.24,-0.24,0.84,87.9,25.48,35.32,20.47,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202204,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,4.02,1.35,-0.24,2.43,188.63,0.61,0,-0.96,-3.22,10.92,18.76,3.52,3.5,4.27,-0.24,0.73,87.8,24.4,39.48,20.23,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202205,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,3.84,2.04,1.77,3.57,188.34,0.61,0,-1.99,-5.15,9.01,15.3,2.92,2.89,4.38,-0.24,0.52,87.7,23.84,41.86,21.04,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,4.77,2.48,-0.64,1.65,188.88,0.61,0,-0.54,-5.66,7.21,15.48,2.35,2.92,4.37,-0.24,0.49,87.3,21.94,41.7,20.39,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202207,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,2.94,2.14,0.78,1.58,193.41,0.61,0,1.61,-4.14,7.97,16.33,2.59,3.07,4.41,-0.24,0.58,87.4,23.12,40.19,23.92,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202208,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,2.73,1.74,-1.64,-0.65,190.34,0.61,0,-1.2,-5.29,6.48,14.09,2.11,2.67,4.45,-0.24,0.44,86.7,22.41,38.94,22.51,512244146,11/12/2022 00:00:00
7992,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח עד 15% מניות ",קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202209,11/10/2016 00:00:00,כלל האוכלוסיה,"אג""ח",משולב מניות,2.69,2.01,0.68,1.36,187.06,0.61,0,-2.38,-7.55,3.19,11.22,1.05,2.15,4.6,-0.24,0.23,86.2,21.37,37.9,21.29,512244146,11/12/2022 00:00:00
7993,כלל גמל לעתיד - קופת גמל להשקעה שיקלי טווח קצר,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202201,11/10/2016 00:00:00,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.19,0,0.69,0.88,5.16,0.53,0,-0.14,-0.14,0.33,,0.11,,,,,88.5,0,0,0,512244146,11/12/2022 00:00:00
7993,כלל גמל לעתיד - קופת גמל להשקעה שיקלי טווח קצר,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202202,11/10/2016 00:00:00,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.13,0.09,2.68,2.72,7.88,0.53,0,0.02,-0.12,0.29,,0.1,,,,,93.7,0,0,0,512244146,11/12/2022 00:00:00
7993,כלל גמל לעתיד - קופת גמל להשקעה שיקלי טווח קצר,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202203,11/10/2016 00:00:00,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.39,0.64,2.2,1.95,9.82,0.53,0,-0.06,-0.18,0.2,0.35,0.07,0.07,0.2,-0.24,-0.45,91.3,0,0,0,512244146,11/12/2022 00:00:00
7993,כלל גמל לעתיד - קופת גמל להשקעה שיקלי טווח קצר,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202204,11/10/2016 00:00:00,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.15,0.31,-2.02,-2.18,7.64,0.53,0,0.06,-0.12,0.27,0.4,0.09,0.08,0.2,-0.24,-0.33,88.8,0,0,0,512244146,11/12/2022 00:00:00
7993,כלל גמל לעתיד - קופת גמל להשקעה שיקלי טווח קצר,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202205,11/10/2016 00:00:00,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.22,0.07,3.13,3.28,10.91,0.53,0,-0.05,-0.17,0.2,0.33,0.07,0.07,0.2,-0.24,-0.41,92.1,0,0,0,512244146,11/12/2022 00:00:00
7993,כלל גמל לעתיד - קופת גמל להשקעה שיקלי טווח קצר,קופת גמל להשקעה,אחר,"כלל פנסיה וגמל בע""מ",202206,11/10/2016 00:00:00,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.35,0.09,1.84,2.1,13,0.53,0,-0.01,-0.18,0.14,0.31,0.05,0.06,0.2,-0.24,-0.44,93.3,0,0,0,512244146,11/12/2022 00:00:00
